famid,age,daded_a,t,lw,married,omarried,educ,oeduc,female,ofemale,exp,oexp
356,22,14,1,2.19855,0,0,15,15,0,0,1,1
356,22,14,2,2.108938,0,0,15,15,0,0,1,1
359,38,7,1,2.306764,1,1,16,12,1,1,16,20
359,38,7,2,2.380872,1,1,12,16,1,1,20,16
360,38,13,1,2.668554,0,1,14,12,1,1,18,20
360,38,13,2,2.226721,1,0,12,14,1,1,20,18
361,38,9,1,2.486232,1,1,12,14,1,1,20,18
361,38,9,2,2.571099,1,1,14,12,1,1,18,20
362,25,10,1,2.514403,0,0,14,14,0,0,5,5
362,25,10,2,2.514403,0,0,14,14,0,0,5,5
365,35,12,1,2.127514,1,1,12,14,1,1,17,15
365,35,12,2,2.226721,1,1,14,12,1,1,15,17
366,30,14,1,1.844372,1,0,13,12,0,0,11,12
366,30,14,2,1.802564,0,1,12,13,0,0,12,11
367,43,10,1,2.514403,1,1,12,12,1,1,25,25
367,43,10,2,2.060273,1,1,12,12,1,1,25,25
369,38,18,1,0.7856185,0,1,12,14,1,1,20,18
369,38,18,2,2.49827,1,0,14,12,1,1,18,20
370,53,8,1,1.91808,1,1,12,12,0,0,35,35
370,53,8,2,2.668554,1,1,12,12,0,0,35,35
373,26,15,1,2.19855,0,0,16,16,1,1,4,4
373,26,15,2,2.126864,0,0,16,16,1,1,4,4
377,40,6,1,3.248372,1,1,11,12,1,1,23,22
377,40,6,2,2.475177,1,1,12,11,1,1,22,23
378,33,16,1,2.737547,1,1,12,12,0,0,15,15
378,33,16,2,2.887689,1,1,12,12,0,0,15,15
379,50,12,1,2.044399,1,1,12,12,1,1,32,32
379,50,12,2,1.521151,1,1,12,12,1,1,32,32
381,38,13,1,1.638934,0,0,14,14,0,0,18,18
381,38,13,2,1.638934,0,0,14,14,0,0,18,18
384,34,8,1,2.831073,1,1,14,14,0,0,14,14
384,34,8,2,2.575028,1,1,14,14,0,0,14,14
388,65,16,1,2.737547,1,1,18,16,0,0,41,43
388,65,16,2,4.508347,1,1,16,18,0,0,43,41
390,32,12,1,3.025229,1,1,16,14,1,1,10,12
390,32,12,2,2.802085,1,1,14,16,1,1,12,10
393,45,8,1,2.404402,0,0,12,12,0,0,27,27
393,45,8,2,2.380872,0,0,12,12,0,0,27,27
394,34,16,1,3.679289,0,0,18,18,1,1,10,10
394,34,16,2,3.025229,0,0,18,18,1,1,10,10
397,32,12,1,3.129104,0,1,15,16,0,0,11,10
397,32,12,2,2.802085,1,0,16,15,0,0,10,11
398,30,12,1,1.638934,0,0,12,12,1,1,12,12
398,30,12,2,1.608475,0,0,12,12,1,1,12,12
400,35,12,1,2.737547,0,0,14,14,0,0,15,15
400,35,12,2,3.248372,0,0,14,14,0,0,15,15
402,43,8.5,1,3.718376,1,0,17,16,0,0,20,21
402,43,8.5,2,2.880642,0,1,16,17,0,0,21,20
404,37,7,1,2.586724,0,0,14,12,0,0,17,19
404,37,7,2,2.382775,0,0,12,14,0,0,19,17
405,32,18,1,2.471843,0,0,17,15,1,1,9,11
405,32,18,2,2.514403,0,0,15,17,1,1,11,9
407,48,8,1,2.459595,1,1,12,12,0,0,30,30
407,48,8,2,2.86271,1,1,12,12,0,0,30,30
409,55,12.5,1,3.057212,0,1,14,14,0,0,35,35
409,55,12.5,2,3.164991,1,0,14,14,0,0,35,35
413,39,12,1,2.056328,0,1,12,14,1,1,21,19
413,39,12,2,2.157728,1,0,14,12,1,1,19,21
415,36,9,1,2.55202,1,1,12,12,1,1,18,18
415,36,9,2,1.515636,1,1,12,12,1,1,18,18
418,52,10,1,1.533574,1,1,12,12,1,1,34,34
418,52,10,2,2.38924,1,1,12,12,1,1,34,34
419,59,8,1,2.368413,1,1,12,12,0,0,41,41
419,59,8,2,2.065508,1,1,12,12,0,0,41,41
420,59,8,1,2.514403,1,1,16,16,1,1,37,37
420,59,8,2,2.737547,1,1,16,16,1,1,37,37
421,36,13,1,3.025229,1,1,14,17,1,1,16,13
421,36,13,2,3.074019,1,1,17,14,1,1,13,16
423,28,12,1,2.179419,0,0,16,16,1,1,6,6
423,28,12,2,1.638934,0,0,16,16,1,1,6,6
424,25,16,1,1.488112,0,0,15,15,1,1,4,4
424,25,16,2,1.488112,0,0,15,15,1,1,4,4
426,29,14,1,2.514403,0,0,14,14,0,0,9,9
426,29,14,2,2.226721,0,0,14,14,0,0,9,9
427,26,13.5,1,2.668554,1,0,16,14,0,0,4,6
427,26,13.5,2,2.594446,0,1,14,16,0,0,6,4
428,34,10,1,2.19855,0,0,12,16,0,0,16,12
428,34,10,2,2.108938,0,0,16,12,0,0,12,16
429,22,12,1,1.959568,0,1,12,12,1,1,4,4
429,22,12,2,2.13971,1,0,12,12,1,1,4,4
431,27,10,1,2.129537,1,0,16,18,1,1,5,3
431,27,10,2,2.332082,0,1,18,16,1,1,3,5
435,37,16,1,2.044399,0,0,18,18,0,0,13,13
435,37,16,2,2.332082,0,0,18,18,0,0,13,13
437,34,12,1,2.480502,1,0,12,14,0,0,16,14
437,34,12,2,2.28499,0,1,14,12,0,0,14,16
438,23,11,1,4.529306,0,0,16,16,0,0,1,1
438,23,11,2,4.583374,0,0,16,16,0,0,1,1
440,21,12,1,0.7761842,0,0,12,12,1,1,3,3
440,21,12,2,0.7856185,0,0,12,12,1,1,3,3
443,44,7,1,1.928614,0,1,12,14,1,1,26,24
443,44,7,2,2.440295,1,0,14,12,1,1,24,26
445,32,12,1,2.711558,0,0,12,12,1,1,14,14
445,32,12,2,2.434349,0,0,12,12,1,1,14,14
446,19,12.5,1,1.734245,0,0,13,12,0,0,0,1
446,19,12.5,2,1.638934,0,0,12,13,0,0,1,0
447,53,17,1,2.34401,1,0,14,12,1,1,33,35
447,53,17,2,2.25628,0,1,12,14,1,1,35,33
448,41,11,1,2.786972,0,1,12,12,0,0,23,23
448,41,11,2,2.802085,1,0,12,12,0,0,23,23
449,62,8,1,2.990747,1,1,12,12,0,0,44,44
449,62,8,2,2.594446,1,1,12,12,0,0,44,44
450,39,9,1,2.555225,1,1,18,18,1,1,15,15
450,39,9,2,2.891697,1,1,18,18,1,1,15,15
451,38,11.5,1,2.696725,0,1,14,12,1,1,18,20
451,38,11.5,2,1.717383,1,0,12,14,1,1,20,18
452,49,13.5,1,3.623066,1,1,16,18,0,0,27,25
452,49,13.5,2,2.986007,1,1,18,16,0,0,25,27
453,44,12,1,2.108938,1,0,16,14,1,1,22,24
453,44,12,2,2.737547,0,1,14,16,1,1,24,22
457,66,10,1,2.872964,1,1,12,12,0,0,48,48
457,66,10,2,2.703065,1,1,12,12,0,0,48,48
458,47,16,1,3.391468,1,0,16,16,1,1,25,25
458,47,16,2,2.999241,0,1,16,16,1,1,25,25
460,50,9,1,2.456037,1,1,14,12,1,1,30,32
460,50,9,2,2.332082,1,1,12,14,1,1,32,30
467,24,12,1,1.862078,0,0,13,13,1,1,5,5
467,24,12,2,2.226721,0,0,13,13,1,1,5,5
470,43,12,1,1.993808,0,1,12,12,1,1,25,25
470,43,12,2,1.778696,1,0,12,12,1,1,25,25
471,44,9,1,2.555225,1,1,17,16,1,1,21,22
471,44,9,2,2.313918,1,1,16,17,1,1,22,21
473,43,12,1,2.108938,1,1,13,12,1,1,24,25
473,43,12,2,2.011876,1,1,12,13,1,1,25,24
475,52,12.5,1,2.514403,0,0,14,14,1,1,32,32
475,52,12.5,2,3.025229,0,0,14,14,1,1,32,32
476,61,6,1,2.506035,1,1,13,12,1,1,42,49
476,61,6,2,2.737547,1,1,12,13,1,1,49,42
480,38,9,1,2.314822,1,1,14,12,1,1,18,20
480,38,9,2,2.187056,1,1,12,14,1,1,20,18
482,36,8.5,1,1.98677,1,1,12,12,1,1,18,18
482,36,8.5,2,1.983942,1,1,12,12,1,1,18,18
483,24,15,1,1.821256,1,0,14,13,0,0,4,5
483,24,15,2,2.175428,0,1,13,14,0,0,5,4
484,58,12,1,2.563193,0,1,12,12,0,0,40,40
484,58,12,2,2.819434,1,0,12,12,0,0,40,40
486,30,12,1,2.226721,0,0,18,17,1,1,6,7
486,30,12,2,2.737547,0,0,17,18,1,1,7,6
487,50,4,1,2.311879,1,1,12,12,1,1,32,32
487,50,4,2,1.734245,1,1,12,12,1,1,32,32
488,32,10,1,2.70937,0,0,16,18,1,1,10,8
488,32,10,2,2.555225,0,0,18,16,1,1,8,10
491,42,15.5,1,3.179371,0,1,16,13,0,0,20,23
491,42,15.5,2,2.668554,1,0,13,16,0,0,23,20
494,29,11,1,1.995609,0,1,13,14,1,1,10,9
494,29,11,2,1.975407,1,0,14,13,1,1,9,10
502,52,12,1,1.445449,1,1,12,12,1,1,34,34
502,52,12,2,1.476416,1,1,12,12,1,1,34,34
504,32,13,1,2.668554,1,0,13,16,1,1,13,10
504,32,13,2,2.599816,0,1,16,13,1,1,10,13
506,33,12,1,2.044399,1,1,12,13,1,1,15,14
506,33,12,2,1.790811,1,1,13,12,1,1,14,15
507,59,8,1,1.901299,0,0,12,12,1,1,41,41
507,59,8,2,2.226721,0,0,12,12,1,1,41,41
509,24,12,1,2.859764,0,0,12,11,0,0,6,7
509,24,12,2,2.737547,0,0,11,12,0,0,7,6
512,36,8,1,2.737547,1,1,12,12,1,1,18,18
512,36,8,2,2.280788,1,1,12,12,1,1,18,18
515,26,12,1,2.030478,0,1,13,12,1,1,7,8
515,26,12,2,2.362611,1,0,12,13,1,1,8,7
516,35,12,1,2.236771,0,0,14,13,1,1,15,16
516,35,12,2,2.449865,0,0,13,14,1,1,16,15
517,25,12.5,1,2.169563,1,0,16,17,0,0,3,2
517,25,12.5,2,2.128741,0,1,17,16,0,0,2,3
518,47,12,1,4.153607,1,1,16,16,0,0,25,25
518,47,12,2,4.095656,1,1,16,16,0,0,25,25
521,42,6.5,1,3.20755,1,1,12,12,0,0,24,24
521,42,6.5,2,3.248372,1,1,12,12,0,0,24,24
526,39,9,1,2.570855,1,1,12,13,0,0,21,20
526,39,9,2,1.857894,1,1,13,12,0,0,20,21
529,66,8.5,1,2.474435,0,1,15,12,1,1,45,48
529,66,8.5,2,2.302585,1,0,12,15,1,1,48,45
530,27,16,1,2.970414,1,0,15,15,0,0,6,6
530,27,16,2,2.351375,0,1,15,15,0,0,6,6
531,21,18,1,1.321756,0,0,15,15,1,1,0,0
531,21,18,2,1.321756,0,0,15,15,1,1,0,0
532,25,12,1,1.609438,0,0,16,16,1,1,3,3
532,25,12,2,1.558145,0,0,16,16,1,1,3,3
534,24,18,1,1.94591,0,0,16,16,1,1,2,2
534,24,18,2,2.079442,0,0,16,16,1,1,2,2
535,33,18,1,3.767442,1,0,18,18,0,0,9,9
535,33,18,2,3.872804,0,1,18,18,0,0,9,9
536,22,10,1,1.871802,0,0,13,15,1,1,3,1
536,22,10,2,1.94591,0,0,15,13,1,1,1,3
537,47,9.5,1,3.000964,0,0,15,15,0,0,26,26
537,47,9.5,2,2.733362,0,0,15,15,0,0,26,26
538,37,9,1,2.653242,1,1,12,12,1,1,19,19
538,37,9,2,1.562346,1,1,12,12,1,1,19,19
541,28,16,1,3.89182,1,1,16,16,1,1,6,6
541,28,16,2,2.956511,1,1,16,16,1,1,6,6
542,54,8,1,2.60269,1,0,12,12,1,1,36,36
542,54,8,2,1.757858,0,1,12,12,1,1,36,36
547,42,12,1,2.679879,0,0,18,18,1,1,18,18
547,42,12,2,3.143012,0,0,18,18,1,1,18,18
551,41,12,1,2.498974,0,0,12,12,1,1,23,23
551,41,12,2,2.387845,0,0,12,12,1,1,23,23
552,46,12,1,2.995732,0,1,13,13,0,0,27,27
552,46,12,2,2.921009,1,0,13,13,0,0,27,27
556,24,11,1,1.791759,0,1,13,13,0,0,5,5
556,24,11,2,1.446919,1,0,13,13,0,0,5,5
557,31,12,1,1.686399,0,0,12,12,1,1,13,13
557,31,12,2,1.638997,0,0,12,12,1,1,13,13
562,20,12,1,1.791759,0,0,14,14,1,1,0,0
562,20,12,2,1.791759,0,0,14,14,1,1,0,0
567,37,16,1,2.590267,0,0,18,16,0,0,13,15
567,37,16,2,2.70805,0,0,16,18,0,0,15,13
569,24,12,1,1.974081,0,0,16,16,1,1,2,2
569,24,12,2,2.302585,0,0,16,16,1,1,2,2
570,63,12,1,3.767442,1,1,16,16,0,0,41,41
570,63,12,2,4.055123,1,1,16,16,0,0,41,41
571,19,15,1,1.526056,0,0,13,13,1,1,0,0
571,19,15,2,1.547562,0,0,13,13,1,1,0,0
572,38,9,1,2.885731,0,1,12,12,0,0,20,20
572,38,9,2,2.574519,1,0,12,12,0,0,20,20
574,21,15,1,1.774952,0,0,12,12,0,0,3,3
574,21,15,2,1.536867,0,0,12,12,0,0,3,3
575,24,12,1,2.525729,0,0,16,16,0,0,2,2
575,24,12,2,2.442347,0,0,16,16,0,0,2,2
576,26,12,1,2.2895,1,0,16,15,0,0,4,5
576,26,12,2,2.302585,0,1,15,16,0,0,5,4
577,38,6.75,1,2.207175,1,1,10,8,1,1,22,24
577,38,6.75,2,1.515127,1,1,8,10,1,1,24,22
578,44,17,1,1.879465,0,1,11,12,1,1,27,26
578,44,17,2,1.871802,1,0,12,11,1,1,26,27
580,40,12,1,2.995732,1,1,13,12,1,1,21,22
580,40,12,2,2.197225,1,1,12,13,1,1,22,21
581,45,17,1,3.637586,1,1,16,17,1,1,23,22
581,45,17,2,3.506555,1,1,17,16,1,1,22,23
583,45,12,1,2.668824,0,0,18,17,0,0,21,22
583,45,12,2,1.609438,0,0,17,18,0,0,22,21
584,21,16,1,1.12393,0,0,15,15,0,0,0,0
584,21,16,2,1.696449,0,0,15,15,0,0,0,0
585,70,3,1,1.658228,0,1,16,14,0,0,48,50
585,70,3,2,2.002831,1,0,14,16,0,0,50,48
586,58,8.5,1,2.389596,1,1,12,12,0,0,40,40
586,58,8.5,2,2.051271,1,1,12,12,0,0,40,40
588,35,12,1,2.484907,1,0,12,14,0,0,17,15
588,35,12,2,2.288486,0,1,14,12,0,0,15,17
589,43,12,1,2.445689,1,1,16,16,1,1,21,21
589,43,12,2,2.504836,1,1,16,16,1,1,21,21
590,24,12,1,1.783391,0,0,15,14,1,1,3,4
590,24,12,2,1.791759,0,0,14,15,1,1,4,3
591,39,12,1,2.674149,1,1,14,12,0,0,19,21
591,39,12,2,2.639057,1,1,12,14,0,0,21,19
592,45,12,1,2.474435,1,0,16,15,1,1,23,24
592,45,12,2,2.74084,0,1,15,16,1,1,24,23
593,25,14.5,1,2.084677,1,0,15,14,0,0,4,5
593,25,14.5,2,2.174752,0,1,14,15,0,0,5,4
594,30,14,1,2.525729,0,1,15,15,1,1,9,9
594,30,14,2,2.363457,1,0,15,15,1,1,9,9
595,33,12,1,2.079442,1,1,15,15,1,1,12,12
595,33,12,2,2.233235,1,1,15,15,1,1,12,12
597,61,12,1,1.909543,0,0,10,11,1,1,45,44
597,61,12,2,2.70805,0,0,11,10,1,1,44,45
598,43,12,1,2.986816,1,1,16,16,0,0,21,21
598,43,12,2,3.218876,1,1,16,16,0,0,21,21
599,49,12,1,3.363457,1,1,16,16,0,0,27,27
599,49,12,2,3.688879,1,1,16,16,0,0,27,27
600,55,12,1,2.847812,0,0,12,12,0,0,37,37
600,55,12,2,2.525729,0,0,12,12,0,0,37,37
602,57,8,1,1.609438,1,0,12,12,1,1,39,39
602,57,8,2,2.089392,0,1,12,12,1,1,39,39
604,39,12,1,1.832582,0,0,16,14,1,1,17,19
604,39,12,2,3.218876,0,0,14,16,1,1,19,17
608,37,13,1,1.84055,1,1,13,12,1,1,18,19
608,37,13,2,2.014903,1,1,12,13,1,1,19,18
609,30,16,1,2.668824,0,0,16,17,0,0,8,7
609,30,16,2,2.995732,0,0,17,16,0,0,7,8
611,33,18,1,4.317488,1,1,18,17,0,0,9,10
611,33,18,2,3.043526,1,1,17,18,0,0,10,9
612,23,12,1,2.312164,0,0,14,12,1,1,3,5
612,23,12,2,2.420368,0,0,12,14,1,1,5,3
613,25,11,1,2.551041,1,0,16,16,0,0,3,3
613,25,11,2,3.729702,0,1,16,16,0,0,3,3
616,30,12,1,2.120264,0,0,18,18,0,0,6,6
616,30,12,2,2.215574,0,0,18,18,0,0,6,6
617,29,11,1,2.733377,1,1,18,16,1,1,5,7
617,29,11,2,2.821378,1,1,16,18,1,1,7,5
618,52,12,1,2.243896,1,1,12,12,1,1,34,34
618,52,12,2,1.981001,1,1,12,12,1,1,34,34
619,34,5,1,2.254445,0,1,12,17,1,1,16,11
619,34,5,2,2.21266,1,0,17,12,1,1,11,16
620,55,11,1,2.407946,1,1,12,14,0,0,37,35
620,55,11,2,2.995732,1,1,14,12,0,0,35,37
625,44,10,1,1.927892,0,1,13,13,1,1,25,25
625,44,10,2,2.37862,1,0,13,13,1,1,25,25
626,40,12,1,2.442347,1,1,13,14,1,1,21,20
626,40,12,2,2.322388,1,1,14,13,1,1,20,21
627,64,18,1,4.892852,1,1,18,18,0,0,40,40
627,64,18,2,4.286716,1,1,18,18,0,0,40,40
630,50,14,1,2.823495,0,0,12,12,1,1,32,32
630,50,14,2,2.639057,0,0,12,12,1,1,32,32
633,32,12,1,2.755847,0,0,16,16,0,0,10,10
633,32,12,2,2.690814,0,0,16,16,0,0,10,10
634,37,10.5,1,2.995732,1,1,15,14,0,0,16,17
634,37,10.5,2,2.545531,1,1,14,15,0,0,17,16
636,35,16,1,3.056357,0,0,16,16,1,1,13,13
636,35,16,2,3.525904,0,0,16,16,1,1,13,13
637,35,8,1,2.862201,1,1,15,12,0,0,14,17
637,35,8,2,2.60269,1,1,12,15,0,0,17,14
640,29,13.5,1,3.688879,1,0,16,18,0,0,7,5
640,29,13.5,2,2.956518,0,1,18,16,0,0,5,7
642,24,13,1,1.871802,0,0,15,15,1,1,3,3
642,24,13,2,1.871802,0,0,15,15,1,1,3,3
643,31,12,1,2.590267,1,1,12,13,1,1,13,12
643,31,12,2,2.639057,1,1,13,12,1,1,12,13
644,66,10,1,2.995732,1,1,18,16,0,0,42,44
644,66,10,2,3.091043,1,1,16,18,0,0,44,42
646,44,12,1,2.397895,0,1,13,12,1,1,25,26
646,44,12,2,1.793425,1,0,12,13,1,1,26,25
647,35,10,1,2.047693,0,0,12,16,0,0,17,13
647,35,10,2,2.079442,0,0,16,12,0,0,13,17
650,33,12,1,3.179657,0,1,16,16,0,0,11,11
650,33,12,2,3.256615,1,0,16,16,0,0,11,11
651,44,12,1,2.551041,1,1,15,12,1,1,23,26
651,44,12,2,2.748872,1,1,12,15,1,1,26,23
652,32,15,1,2.463853,1,1,13,14,1,1,13,12
652,32,15,2,2.302585,1,1,14,13,1,1,12,13
656,49,12,1,2.838727,0,1,13,12,0,0,30,31
656,49,12,2,3.401197,1,0,12,13,0,0,31,30
657,29,12,1,1.783791,0,0,16,16,1,1,7,7
657,29,12,2,1.832582,0,0,16,16,1,1,7,7
658,59,11,1,2.590267,1,1,14,12,0,0,39,41
658,59,11,2,2.70805,1,1,12,14,0,0,41,39
659,44,8.5,1,3.847485,1,0,18,14,0,0,20,24
659,44,8.5,2,3.015935,0,1,14,18,0,0,24,20
660,39,11,1,1.704748,1,1,12,12,0,0,21,21
660,39,11,2,2.302585,1,1,12,12,0,0,21,21
663,39,7,1,2.490723,0,0,14,12,0,0,19,21
663,39,7,2,2.384165,0,0,12,14,0,0,21,19
664,33,8,1,2.184802,0,0,16,18,1,1,11,9
664,33,8,2,2.70805,0,0,18,16,1,1,9,11
665,42,10.75,1,4.828314,0,1,16,13,0,0,20,23
665,42,10.75,2,3.15067,1,0,13,16,0,0,23,20
667,29,12,1,2.264883,0,1,14,12,1,1,9,11
667,29,12,2,1.793383,1,0,12,14,1,1,11,9
668,30,16,1,2.079442,0,1,18,16,1,1,6,8
668,30,16,2,2.484907,1,0,16,18,1,1,8,6
669,42,11,1,2.810005,0,1,12,13,0,0,24,23
669,42,11,2,2.672078,1,0,13,12,0,0,23,24
672,29,13,1,2.021548,0,0,13,18,0,0,10,5
672,29,13,2,1.658228,0,0,18,13,0,0,5,10
673,54,8,1,2.772589,1,1,12,12,1,1,36,36
673,54,8,2,2.77944,1,1,12,12,1,1,36,36
674,50,16,1,3.218876,1,1,15,16,1,1,29,28
674,50,16,2,2.70805,1,1,16,15,1,1,28,29
677,36,12,1,2.819591,0,0,14,14,0,0,16,16
677,36,12,2,3.091043,0,0,14,14,0,0,16,16
679,26,7,1,1.704748,0,0,15,16,0,0,5,4
679,26,7,2,2.120264,0,0,16,15,0,0,4,5
680,34,18,1,3.218876,1,1,18,18,0,0,10,10
680,34,18,2,3.283414,1,1,18,18,0,0,10,10
681,33,17,1,2.862201,0,0,12,12,0,0,15,15
681,33,17,2,2.736962,0,0,12,12,0,0,15,15
684,54,4,1,2.551045,1,1,12,14,0,0,36,34
684,54,4,2,2.915689,1,1,14,12,0,0,34,36
686,39,12,1,1.94591,1,1,12,13,1,1,21,20
686,39,12,2,2.185404,1,1,13,12,1,1,20,21
688,40,12,1,2.639057,1,1,13,13,1,1,21,21
688,40,12,2,2.70805,1,1,13,13,1,1,21,21
689,31,16,1,1.94591,0,0,15,16,1,1,10,9
689,31,16,2,2.207275,0,0,16,15,1,1,9,10
692,50,12,1,2.414923,1,1,16,16,1,1,28,28
692,50,12,2,3.57555,1,1,16,16,1,1,28,28
695,63,10,1,2.862201,1,1,12,16,0,0,45,41
695,63,10,2,2.397895,1,1,16,12,0,0,41,45
697,23,12,1,2.079442,0,0,18,15,1,1,-1,2
697,23,12,2,2.169054,0,0,15,18,1,1,2,-1
698,32,18,1,2.764147,0,0,18,18,1,1,8,8
698,32,18,2,2.813411,0,0,18,18,1,1,8,8
699,37,8.5,1,2.224623,0,0,12,14,0,0,19,17
699,37,8.5,2,2.169054,0,0,14,12,0,0,17,19
700,28,12,1,2.211566,0,0,12,12,1,1,10,10
700,28,12,2,2.555676,0,0,12,12,1,1,10,10
701,57,8.5,1,2.014903,1,1,16,14,1,1,35,37
701,57,8.5,2,1.94591,1,1,14,16,1,1,37,35
702,27,12.5,1,2.772589,1,0,16,14,0,0,5,7
702,27,12.5,2,2.639057,0,1,14,16,0,0,7,5
703,33,12,1,2.982646,1,1,12,12,0,0,15,15
703,33,12,2,2.77944,1,1,12,12,0,0,15,15
704,40,12,1,3.401197,0,0,12,13,0,0,22,21
704,40,12,2,2.70805,0,0,13,12,0,0,21,22
705,56,8,1,2.343407,1,0,12,12,0,0,38,38
705,56,8,2,2.564949,0,1,12,12,0,0,38,38
707,31,12,1,2.674149,0,0,13,13,0,0,12,12
707,31,12,2,2.525729,0,0,13,13,0,0,12,12
710,32,11,1,2.079442,1,0,15,14,0,0,11,12
710,32,11,2,2.110213,0,1,14,15,0,0,12,11
711,38,12,1,2.866761,1,1,12,12,1,1,20,20
711,38,12,2,1.916923,1,1,12,12,1,1,20,20
713,36,13.5,1,2.908721,0,0,16,16,1,1,14,14
713,36,13.5,2,2.70805,0,0,16,16,1,1,14,14
714,36,11,1,2.428336,1,0,14,12,0,0,16,18
714,36,11,2,2.704711,0,1,12,14,0,0,18,16
716,32,18,1,2.302585,0,0,15,13,0,0,11,13
716,32,18,2,2.486509,0,0,13,15,0,0,13,11
719,57,7,1,2.642393,1,1,12,12,0,0,39,39
719,57,7,2,2.800933,1,1,12,12,0,0,39,39
720,27,16,1,2.229459,0,0,16,16,0,0,5,5
720,27,16,2,1.609438,0,0,16,16,0,0,5,5
721,24,16.5,1,1.609438,0,0,16,16,0,0,2,2
721,24,16.5,2,1.609438,0,0,16,16,0,0,2,2
722,42,9,1,2.374906,0,0,12,12,0,0,24,24
722,42,9,2,2.689207,0,0,12,12,0,0,24,24
725,27,16,1,2.251292,0,0,16,16,1,1,5,5
725,27,16,2,2.040232,0,0,16,16,1,1,5,5
728,51,13,1,2.014903,1,1,15,17,1,1,30,28
728,51,13,2,3.292981,1,1,17,15,1,1,28,30
729,34,12,1,2.358681,1,1,13,13,1,1,15,15
729,34,12,2,2.459625,1,1,13,13,1,1,15,15
730,27,16,1,2.911807,1,0,16,16,1,1,5,5
730,27,16,2,2.394252,0,1,16,16,1,1,5,5
732,38,16,1,1.686399,1,1,16,16,1,1,16,16
732,38,16,2,2.525729,1,1,16,16,1,1,16,16
733,38,12,1,3.187625,0,1,18,16,1,1,14,16
733,38,12,2,3.229347,1,0,16,18,1,1,16,14
734,56,12,1,2.442347,0,1,14,14,0,0,36,36
734,56,12,2,3.042252,1,0,14,14,0,0,36,36
735,43,6.5,1,3.218876,1,1,12,12,0,0,25,25
735,43,6.5,2,3.218876,1,1,12,12,0,0,25,25
736,28,12,1,1.94591,0,0,12,12,1,1,10,10
736,28,12,2,1.94591,0,0,12,12,1,1,10,10
737,33,10,1,1.871802,0,1,14.5,13,0,0,12.5,14
737,33,10,2,2.173755,1,0,13,14.5,0,0,14,12.5
739,46,10,1,2.169054,1,0,14,12,1,1,26,28
739,46,10,2,2.529721,0,1,12,14,1,1,28,26
741,31,12,1,1.729884,0,0,12,12,1,1,13,13
741,31,12,2,2.052841,0,0,12,12,1,1,13,13
742,47,12,1,1.824549,1,1,12,10,1,1,29,31
742,47,12,2,1.986503,1,1,10,12,1,1,31,29
746,28,8.5,1,1.938727,0,0,16,16,0,0,6,6
746,28,8.5,2,2.490375,0,0,16,16,0,0,6,6
747,41,9,1,2.698013,1,1,14,13,0,0,21,22
747,41,9,2,4.058991,1,1,13,14,0,0,22,21
748,46,16,1,1.938727,1,1,11,10,1,1,29,30
748,46,16,2,1.874189,1,1,10,11,1,1,30,29
750,65,10.5,1,2.227997,0,0,12,12,0,0,47,47
750,65,10.5,2,2.308053,0,0,12,12,0,0,47,47
754,27,18,1,2.277182,0,0,14,16,0,0,7,5
754,27,18,2,1.468724,0,0,16,14,0,0,5,7
758,37,17,1,3.038935,0,0,14,16,1,1,17,15
758,37,17,2,2.686324,0,0,16,14,1,1,15,17
760,35,10.5,1,1.838236,0,0,14,13,0,0,15,16
760,35,10.5,2,1.932462,0,0,13,14,0,0,16,15
761,42,11.5,1,2.672696,0,0,12,13,0,0,24,23
761,42,11.5,2,3.653526,0,0,13,12,0,0,23,24
762,23,16,1,2.267231,0,0,17,17,0,0,0,0
762,23,16,2,1.98962,0,0,17,17,0,0,0,0
764,35,12,1,3.134248,1,1,16,16,1,1,13,13
764,35,12,2,3.326626,1,1,16,16,1,1,13,13
765,41,10.5,1,1.797228,1,0,16,12,1,1,19,23
765,41,10.5,2,2.357037,0,1,12,16,1,1,23,19
769,37,6.5,1,3.009169,1,1,16,16,1,1,15,15
769,37,6.5,2,2.873367,1,1,16,16,1,1,15,15
770,37,9,1,2.161871,0,0,12,16,0,0,19,15
770,37,9,2,1.910556,0,0,16,12,0,0,15,19
771,29,12,1,2.161871,0,1,14,13,1,1,9,10
771,29,12,2,2.1337,1,0,13,14,1,1,10,9
772,42,7,1,2.474863,0,0,16,14,1,1,20,22
772,42,7,2,2.336224,0,0,14,16,1,1,22,20
773,46,12,1,3.653019,1,1,16,16,0,0,24,24
773,46,12,2,3.70241,1,1,16,16,0,0,24,24
774,44,8,1,1.990159,1,0,13,14,0,0,25,24
774,44,8,2,1.990159,0,1,14,13,0,0,24,25
776,25,16,1,2.585685,0,0,16,16,0,0,3,3
776,25,16,2,2.672696,0,0,16,16,0,0,3,3
778,50,12,1,2.406993,1,0,12,12,1,1,32,32
778,50,12,2,2.449553,0,1,12,12,1,1,32,32
780,28,8,1,2.128882,0,1,13,13,0,0,9,9
780,28,8,2,2.634956,1,0,13,13,0,0,9,9
782,27,11,1,3.257627,1,1,16,16,0,0,5,5
782,27,11,2,3.093006,1,1,16,16,0,0,5,5
784,30,13,1,2.228012,0,0,17,16,1,1,7,8
784,30,13,2,2.682767,0,0,16,17,1,1,8,7
785,28,12,1,2.63347,0,1,13,13,1,1,9,9
785,28,12,2,2.752739,1,0,13,13,1,1,9,9
